#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Segmentstructural|Category
#T_SP=webanno.custom.EXT|SEG


#Text=Building ( 1 ) accessible to persons , which comprises at least one constructional element ( 2 ) forming walls of a space within said building ( 1 ) , which element ( 2 ) is tubular and which is at least substantially made of wound-together layers of a strip of sheet material , characterized in that said constructional element ( 2 ) is at least substantially made of wound-together layers ( 5,6 ) of a strip of paper/cardboard , wherein each layer ( 5,6 ) is at least substantially made up of a corrugated sublayer and a flat sublayer affixed to one side thereof , wherein said wound-together paper/cardboard layers ( 5,6 ) are interconnected via a glue which has been applied to ridges of the corrugated sublayers .
1-76	402-403	a	REQT\[2\][8]	INVENTION\_OBJ[12]|COMPOSITION[14]	
1-77	404-409	strip	REQT\[2\][8]	INVENTION\_OBJ[12]|COMPOSITION[14]	
1-78	410-412	of	REQT\[2\][8]	INVENTION\_OBJ[12]|COMPOSITION[14]	
1-79	413-428	paper/cardboard	REQT\[2\][8]	INVENTION\_OBJ[12]|COMPOSITION[14]	
1-80	429-430	,	_	_	
1-81	431-438	wherein	REQT\[3\][11]	_	
1-82	439-443	each	REQT\[3\][11]	_	
1-83	444-449	layer	REQT\[3\][11]	INVENTION\_OBJ[15]	
1-84	450-451	(	REQT\[3\][11]|FIGURE\_REF[12]	INVENTION\_OBJ[15]|FIGURE\_REF[16]	
1-85	452-455	5,6	REQT\[3\][11]|FIGURE\_REF[12]	INVENTION\_OBJ[15]|FIGURE\_REF[16]	
1-86	456-457	)	REQT\[3\][11]|FIGURE\_REF[12]	INVENTION\_OBJ[15]|FIGURE\_REF[16]	
1-87	458-460	is	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-88	461-463	at	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-89	464-469	least	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-90	470-483	substantially	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-91	484-488	made	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-92	489-491	up	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-93	492-494	of	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-94	495-496	a	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-95	497-507	corrugated	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-96	508-516	sublayer	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-97	517-520	and	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-98	521-522	a	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-99	523-527	flat	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-100	528-536	sublayer	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-101	537-544	affixed	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-102	545-547	to	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-103	548-551	one	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-104	552-556	side	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-105	557-564	thereof	REQT\[3\][11]	INVENTION\_OBJ[15]|COMPOSITION[17]	
1-106	565-566	,	_	_	
1-107	567-574	wherein	REQT\[3\][13]	_	
1-108	575-579	said	REQT\[3\][13]	INVENTION\_OBJ[18]	
1-109	580-594	wound-together	REQT\[3\][13]	INVENTION\_OBJ[18]	
1-110	595-610	paper/cardboard	REQT\[3\][13]	INVENTION\_OBJ[18]	
1-111	611-617	layers	REQT\[3\][13]	INVENTION\_OBJ[18]	
1-112	618-619	(	REQT\[3\][13]|FIGURE\_REF[14]	INVENTION\_OBJ[18]	
1-113	620-623	5,6	REQT\[3\][13]|FIGURE\_REF[14]	INVENTION\_OBJ[18]	
1-114	624-625	)	REQT\[3\][13]|FIGURE\_REF[14]	INVENTION\_OBJ[18]	
1-115	626-629	are	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-116	630-644	interconnected	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-117	645-648	via	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-118	649-650	a	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-119	651-655	glue	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-120	656-661	which	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-121	662-665	has	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-122	666-670	been	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-123	671-678	applied	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-124	679-681	to	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-125	682-688	ridges	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-126	689-691	of	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-127	692-695	the	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-128	696-706	corrugated	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-129	707-716	sublayers	REQT\[3\][13]	INVENTION\_OBJ[18]|COMPOSITION[19]	
1-130	717-718	.	_	DETAIL\_END	

#Text=Building ( 1 ) according to claim 1 , wherein said constructional element ( 2 ) forms a transverse segment of the building .
2-1	720-728	Building	INVENTION[15]	INVENTION[21]	
2-2	729-730	(	INVENTION[15]|FIGURE\_REF[16]	INVENTION[21]|FIGURE\_REF[22]	
2-3	731-732	1	INVENTION[15]|FIGURE\_REF[16]	INVENTION[21]|FIGURE\_REF[22]	
2-4	733-734	)	INVENTION[15]|FIGURE\_REF[16]	INVENTION[21]|FIGURE\_REF[22]	
2-5	735-744	according	REQT\[1\][17]|CLAIM\_REF[18]	CLAIM\_REF[23]	
2-6	745-747	to	REQT\[1\][17]|CLAIM\_REF[18]	CLAIM\_REF[23]	
2-7	748-753	claim	REQT\[1\][17]|CLAIM\_REF[18]	CLAIM\_REF[23]	
2-8	754-755	1	REQT\[1\][17]|CLAIM\_REF[18]	CLAIM\_REF[23]|CLAIM\_REF\_NUM[24]	
2-9	756-757	,	_	_	
2-10	758-765	wherein	REQT\[2\][19]	DETAIL\_START	
2-11	766-770	said	REQT\[2\][19]	INVENTION\_OBJ[26]	
2-12	771-785	constructional	REQT\[2\][19]	INVENTION\_OBJ[26]	
2-13	786-793	element	REQT\[2\][19]	INVENTION\_OBJ[26]	
2-14	794-795	(	REQT\[2\][19]|FIGURE\_REF[20]	INVENTION\_OBJ[26]|FIGURE\_REF[27]	
2-15	796-797	2	REQT\[2\][19]|FIGURE\_REF[20]	INVENTION\_OBJ[26]|FIGURE\_REF[27]	
2-16	798-799	)	REQT\[2\][19]|FIGURE\_REF[20]	INVENTION\_OBJ[26]|FIGURE\_REF[27]	
2-17	800-805	forms	REQT\[2\][19]	INVENTION\_OBJ[26]|OBJ\_FUNCTION[28]	
2-18	806-807	a	REQT\[2\][19]	INVENTION\_OBJ[26]|OBJ\_FUNCTION[28]	
2-19	808-818	transverse	REQT\[2\][19]	INVENTION\_OBJ[26]|OBJ\_FUNCTION[28]	
2-20	819-826	segment	REQT\[2\][19]	INVENTION\_OBJ[26]|OBJ\_FUNCTION[28]	
2-21	827-829	of	REQT\[2\][19]	INVENTION\_OBJ[26]|OBJ\_FUNCTION[28]	
2-22	830-833	the	REQT\[2\][19]	INVENTION\_OBJ[26]|OBJ\_FUNCTION[28]	
2-23	834-842	building	REQT\[2\][19]	INVENTION\_OBJ[26]|OBJ\_FUNCTION[28]	
2-24	843-844	.	_	DETAIL\_END	

#Text=Building ( 1 ) according to any one of the preceding claims 1 - 2 , wherein said constructional element is provided with a weather-resistant coating .
3-1	846-854	Building	INVENTION[21]	INVENTION[30]	
3-2	855-856	(	INVENTION[21]|FIGURE\_REF[22]	INVENTION[30]|FIGURE\_REF[31]	
3-3	857-858	1	INVENTION[21]|FIGURE\_REF[22]	INVENTION[30]|FIGURE\_REF[31]	
3-4	859-860	)	INVENTION[21]|FIGURE\_REF[22]	INVENTION[30]|FIGURE\_REF[31]	
3-5	861-870	according	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-6	871-873	to	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-7	874-877	any	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-8	878-881	one	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-9	882-884	of	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-10	885-888	the	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-11	889-898	preceding	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-12	899-905	claims	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]	
3-13	906-907	1	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]|CLAIM\_REF\_NUM[33]	
3-14	908-909	-	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]|CLAIM\_REF\_NUM[33]	
3-15	910-911	2	REQT\[1\][23]|CLAIM\_REF[24]	CLAIM\_REF[32]|CLAIM\_REF\_NUM[33]	
3-16	912-913	,	_	_	
3-17	914-921	wherein	REQT\[2\][25]	DETAIL\_START	
3-18	922-926	said	REQT\[2\][25]	INVENTION\_OBJ[35]	
3-19	927-941	constructional	REQT\[2\][25]	INVENTION\_OBJ[35]	
3-20	942-949	element	REQT\[2\][25]	INVENTION\_OBJ[35]	
3-21	950-952	is	REQT\[2\][25]	INVENTION\_OBJ[35]|COMPOSITION[36]	
3-22	953-961	provided	REQT\[2\][25]	INVENTION\_OBJ[35]|COMPOSITION[36]	
3-23	962-966	with	REQT\[2\][25]	INVENTION\_OBJ[35]|COMPOSITION[36]	
3-24	967-968	a	REQT\[2\][25]	INVENTION\_OBJ[35]|COMPOSITION[36]	
3-25	969-986	weather-resistant	REQT\[2\][25]	INVENTION\_OBJ[35]|COMPOSITION[36]	
3-26	987-994	coating	REQT\[2\][25]	INVENTION\_OBJ[35]|COMPOSITION[36]	
3-27	995-996	.	_	_	

#Text=Building ( 1 ) according to any one of the preceding claims 1 - 3 , wherein at least , two preferably identically shaped , constructional elements ( 2,3 ) are provided , which are interconnected via an adhesive applied to their respective longitudinal edges ( 4,4 ' ) .
4-1	998-1006	Building	INVENTION[26]	INVENTION[37]	
4-2	1007-1008	(	INVENTION[26]|FIGURE\_REF[27]	INVENTION[37]	
4-3	1009-1010	1	INVENTION[26]|FIGURE\_REF[27]	INVENTION[37]	
4-4	1011-1012	)	INVENTION[26]|FIGURE\_REF[27]	INVENTION[37]	
4-5	1013-1022	according	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-6	1023-1025	to	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-7	1026-1029	any	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-8	1030-1033	one	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-9	1034-1036	of	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-10	1037-1040	the	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-11	1041-1050	preceding	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-12	1051-1057	claims	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]	
4-13	1058-1059	1	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]|CLAIM\_REF\_NUM[39]	
4-14	1060-1061	-	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]|CLAIM\_REF\_NUM[39]	
4-15	1062-1063	3	REQT\[1\][28]|CLAIM\_REF[29]	CLAIM\_REF[38]|CLAIM\_REF\_NUM[39]	
4-16	1064-1065	,	_	_	
4-17	1066-1073	wherein	REQT\[2\][30]	DETAIL\_START	
4-18	1074-1076	at	REQT\[2\][30]	COMPOSITION[41]	
4-19	1077-1082	least	REQT\[2\][30]	COMPOSITION[41]	
4-20	1083-1084	,	REQT\[2\][30]	COMPOSITION[41]	
4-21	1085-1088	two	REQT\[2\][30]	COMPOSITION[41]	
4-22	1089-1099	preferably	REQT\[2\][30]	COMPOSITION[41]	
4-23	1100-1111	identically	REQT\[2\][30]	COMPOSITION[41]	
4-24	1112-1118	shaped	REQT\[2\][30]	COMPOSITION[41]	
4-25	1119-1120	,	REQT\[2\][30]	COMPOSITION[41]	
4-26	1121-1135	constructional	REQT\[2\][30]	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-27	1136-1144	elements	REQT\[2\][30]	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-28	1145-1146	(	REQT\[2\][30]|FIGURE\_REF[31]	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-29	1147-1150	2,3	REQT\[2\][30]|FIGURE\_REF[31]	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-30	1151-1152	)	REQT\[2\][30]|FIGURE\_REF[31]	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-31	1153-1156	are	REQT\[2\][30]	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-32	1157-1165	provided	REQT\[2\][30]	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-33	1166-1167	,	_	COMPOSITION[41]|INVENTION\_OBJ[42]	
4-34	1168-1173	which	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-35	1174-1177	are	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-36	1178-1192	interconnected	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-37	1193-1196	via	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-38	1197-1199	an	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-39	1200-1208	adhesive	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-40	1209-1216	applied	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-41	1217-1219	to	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-42	1220-1225	their	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-43	1226-1236	respective	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-44	1237-1249	longitudinal	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-45	1250-1255	edges	REQT\[3\][32]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-46	1256-1257	(	REQT\[3\][32]|FIGURE\_REF[33]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-47	1258-1261	4,4	REQT\[3\][32]|FIGURE\_REF[33]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-48	1262-1263	'	REQT\[3\][32]|FIGURE\_REF[33]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-49	1264-1265	)	REQT\[3\][32]|FIGURE\_REF[33]	COMPOSITION[41]|INVENTION\_OBJ[42]|COMPOSITION[43]	
4-50	1266-1267	.	_	DETAIL\_END	

#Text=Building ( 1 ) according to any one of the preceding claims 1 - 4 , wherein said constructional element ( 2 ) can be folded from an at least substantially flat position ( a ) to an erected position ( c ) , and vice versa .
5-1	1269-1277	Building	INVENTION[34]	INVENTION[45]	
5-2	1278-1279	(	INVENTION[34]|FIGURE\_REF[35]	INVENTION[45]|FIGURE\_REF[46]	
5-3	1280-1281	1	INVENTION[34]|FIGURE\_REF[35]	INVENTION[45]|FIGURE\_REF[46]	
5-4	1282-1283	)	INVENTION[34]|FIGURE\_REF[35]	INVENTION[45]|FIGURE\_REF[46]	
5-5	1284-1293	according	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-6	1294-1296	to	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-7	1297-1300	any	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-8	1301-1304	one	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-9	1305-1307	of	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-10	1308-1311	the	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-11	1312-1321	preceding	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-12	1322-1328	claims	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]	
5-13	1329-1330	1	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]|CLAIM\_REF\_NUM[48]	
5-14	1331-1332	-	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]|CLAIM\_REF\_NUM[48]	
5-15	1333-1334	4	REQT\[1\][36]|CLAIM\_REF[37]	CLAIM\_REF[47]|CLAIM\_REF\_NUM[48]	
5-16	1335-1336	,	_	_	
5-17	1337-1344	wherein	REQT\[2\][38]	DETAIL\_START	
5-18	1345-1349	said	REQT\[2\][38]	INVENTION\_OBJ[50]	
5-19	1350-1364	constructional	REQT\[2\][38]	INVENTION\_OBJ[50]	
5-20	1365-1372	element	REQT\[2\][38]	INVENTION\_OBJ[50]	
5-21	1373-1374	(	REQT\[2\][38]|FIGURE\_REF[39]	INVENTION\_OBJ[50]|FIGURE\_REF[51]	
5-22	1375-1376	2	REQT\[2\][38]|FIGURE\_REF[39]	INVENTION\_OBJ[50]|FIGURE\_REF[51]	
5-23	1377-1378	)	REQT\[2\][38]|FIGURE\_REF[39]	INVENTION\_OBJ[50]|FIGURE\_REF[51]	
5-24	1379-1382	can	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-25	1383-1385	be	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-26	1386-1392	folded	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-27	1393-1397	from	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-28	1398-1400	an	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-29	1401-1403	at	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-30	1404-1409	least	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-31	1410-1423	substantially	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-32	1424-1428	flat	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
5-33	1429-1437	position	REQT\[2\][38]	INVENTION\_OBJ[50]|OBJ\_FUNCTION[52]	
